"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"ATSB15_D6_IT4var33",50.585,84.555,669.904,147.183,138.077,287.35,418.074,238.923,1181.007,0,43.546,806.824,4.496,255.895,2.744,46.496,296.586,20.85,322.588,404.473,229.704,48.92,33.022,308.657,41.792,70.408,0,454.048,28.157,14.447,71.336,50.343
"ATSB15_D6_PFCLINvar54",92.131,70.121,1014.013,174.818,173.805,0,467.03,480.176,160.076,0,118.715,92.072,0,271.589,0,827.178,0,0,32.269,0,281.897,129.718,9.908,0,0,0,0,828.561,0,0,789.768,0
"ATSB15_D8_DD2var19",311.953,131.59,270.273,47.906,26.504,16.064,58.82,222.043,49.123,0,88.686,2.855,14.788,93.935,0,177.759,7.483,73.299,77.937,409.507,190.945,66.191,76.512,0,0,622.567,0,128.116,87.34,50.706,87.029,3989.761
"ATSB15_D8_IT4var06",59.771,0,382.286,148.413,0,0,149.639,0,0,0,0,11.929,0,10.69,68.34,124.015,38.556,0,331.254,0,0,35.067,0,0,0,0,21.08,15.009,0,55.336,0,38.053
"ATSB15_D8_IT4var32b",76.212,94.356,205.526,216.547,476.553,34.415,113.264,59.971,2.342,9.771,62.348,0,11.706,51.836,0,0,0,48.769,146.682,56.898,140.961,55.276,68.878,0,18.727,10.974,0,750.739,500.354,24.416,75.679,0
"ATSB16_D11_MAL6P1.4",17.126,284.712,1780.206,135.608,185.46,107.451,51.411,916.862,381.726,16.683,331.847,443.987,2.594,146.626,6.255,139.921,106.063,123.013,7.671,96.401,773.256,106.88,119.54,2.927,0,10.283,22.444,2646.464,148.228,17.682,570.323,20250.841
"ATSB16_D7_ITvar32",42.013,181.225,215.553,323.791,31.219,52.241,73.365,206.478,0,289.166,46.14,43.018,7,33.412,0,92.899,496.407,453.508,124.333,436.78,274.996,60.254,44.482,0,9.549,87.667,28.176,750.006,726.385,0,50.087,60.021
"ATSB16_D8_DD2var47",57.934,166.043,405.276,53.658,620.879,414.666,102.134,43.434,0,0,28.372,106.661,0,6.927,13.364,68.802,139.466,26.454,0,203.343,1409.235,42.72,22.166,75.952,0,0,39.621,0,218.326,22.311,567.516,0
"ATSB16_D8_IT4var20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.71,0,0,0,0,0,0,0,0
"ATSB16_D9_DD2var48",57.096,146.976,1057.03,147.415,60.349,107.073,134.429,95.545,231.859,0,26.427,786.056,2.662,93.404,110.318,2760.998,22.329,21.117,51.631,356.188,825.988,69.242,101.746,0,15.886,405.778,0,423.246,128.23,169.106,241.17,755.424
"ATSB17_D6_DD2var51",0,4.507,4.677,0,0,0,1.319,0,0,0,3.912,16.909,0,2.233,0,0,0,0,0,28.689,4.319,0,0,1,3.479,2.971,0,0,0,0,3.077,0
"ATSB17_D6_PFCLINvar61",0,0,26.935,0,20.823,36.608,14.755,9.016,9.616,0,15.723,2.844,1,2.875,0,0,14.702,4.243,0,3.721,0,0,17.474,0,0,0,0,0,0,0,0,0
"ATSB17_D7_MAL6P1.252",3.392,0,40.824,7.704,0,0,0,32.784,0,0,43.103,0,0,38.265,5.665,16.401,0,0,0,15.267,0,1.485,1.857,0,0,0,12.026,0,7.38,23.354,0,0
"ATSB17_D8_DD2var38",0,0,3.469,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,5.758,1.309,0,0,12.95,1.583,0,0,0,0,19.353,4.409,0,4.978,0
"ATSB17_D8_HB3var34",0,0,0,0,0,0,0,20.277,0,0,0,0,0,0,0,33.84,0,31.599,1.304,0,0,2.188,11.928,0,0,0,0,12.181,0,0,0,0
"ATSB18_D6_DD2var39",26.499,0,94.663,17.405,607.27,0,0,0,0,0,251.604,6775.985,0,110.201,4.674,214.988,145.964,44.435,0,24.94,332.389,0,5.475,0,0,0,30.608,10.168,48.592,0,0,84.657
"ATSB18_D6_HB3var19",48.185,0,0,35.7,354.093,7.015,29.743,490.037,8.115,0,23.769,654.411,5.513,23.14,7.899,16.124,97.713,246.481,0,88.232,407.74,48.064,10.482,124.708,0,23.988,41.908,322.774,170.888,91.538,678.884,1016.23
"ATSB18_D6_PFL0935c",0,21.08,181.99,310.258,173.771,104.088,110.962,1263.541,93.635,22.452,50.55,4757.714,8.716,0,10.069,0,0,0,48.72,20.796,0,67.505,183.698,0,0,14.763,0,21.666,262.764,728.042,337.689,0
"ATSB18_D7_DD2var28",78.947,43.702,24.971,12.588,43.862,14.263,9.55,33.876,0,0,28.159,1000.621,7.633,3.354,6.401,15.567,6.878,101.469,109.916,14.009,128.485,38.035,167.873,112.822,8.419,3.475,5.897,321.046,0,5.037,14.224,20.716
"ATSB18_D8_IT4var16",6.814,7.05,699.346,35.949,24.343,244.656,18.571,12.98,5.941,0,57.556,0,0,104.486,7.816,105.312,17.274,7.49,311.726,48.954,338.749,34.053,27.712,1.202,4.218,0,3.519,4.212,5.976,129.201,63.387,10.708
"ATSB18_D8_IT4var17",14.803,48.437,1297.308,85.664,341.039,95.453,60.034,209.723,5.607,7.709,164.848,8.415,0,181.898,5.192,184.289,33.361,230.78,19.003,252.872,79.58,38.662,15.793,9.013,10.941,6.127,2.8,67.285,0,60.356,263.499,156.274
"ATSB19_D3_PREICHvar45",5.94,2.157,0,0,2.116,5.242,0,0,0,4.466,4.96,2.99,0.753,1.032,20.461,1018.09,0,1.445,6.063,0,9.972,2.142,0,290.178,0,5.653,0,0,0,0,1.031,492.098
"ATSB19_D6_HB3var31",25.007,220.231,759.209,277.316,96.81,210.177,114.682,786.269,27.692,2.745,150.64,129.514,1.284,94.905,38.268,178.948,119.408,124.55,92.25,102.535,186.06,43.529,15.765,4.175,55.08,1277.515,101.188,64.466,141.756,36.426,345.764,4192.249
"ATSB19_D6_PFD1000c",17.164,24.646,19.358,103.462,226.067,70.556,25.018,159.427,9.031,16.113,68.871,12.283,0,48.776,28.213,0,21.103,170.569,0,0,0,11.213,39.251,233.775,1.447,33.923,2.398,110.896,7.114,50.632,112.789,2699.921
"ATSB19_D9_IT4var46",0,46.766,348.401,103.602,206.999,166.789,13.133,275.582,19.543,12.964,62.572,331.012,1.012,71.051,21.644,277.556,21.006,228.443,2.824,31.854,13.47,11.616,26.354,0,0,1.666,0,69.732,7.235,41.503,30.717,123.663
"ATSB2_D5_PFCLINvar57",193.791,74.463,1518.125,329.17,533.847,108.031,114.729,82.453,123.922,4.064,206.59,135.596,0,276.996,81.918,1484.807,233.108,406.974,148.904,382.669,7.126,325.177,236.821,0,10.882,111.265,10.261,1319.917,202.045,191.896,1146.697,211.458
"ATSB2_D6_DD2var16",23.259,44.662,0,5.249,131.315,146.676,11.868,13.004,16.242,9.876,0,497.671,0,227.344,48.626,406.686,27.9,107.128,42.555,286.917,148.692,26.4,54.492,0,0,0,5.027,21.367,0,123.648,175.833,6104.054
"ATSB2_D6_DD2var20",0,85.398,93.082,0,365.919,0,0,43.409,0,0,0,0,0,0,10.766,0,0,0,0,0,0,0,0,0,0,1222.152,0,0,73.797,0,0,0
"ATSB2_D6_DD2var31",104.813,25.272,215.025,91.08,240.619,0,60.931,15.991,10.405,0,64.623,0,0,33.534,37.968,859.876,0,27.909,0,196.92,0,6.056,0,0,0,49.897,19.796,172.668,47.572,0.002,20.977,18159.873
"ATSB2_D6_DD2var35",25.6,125.42,1622.862,66.005,101.011,69.195,40.235,278.076,41.663,201.657,201.711,402.434,14.607,220.969,30.554,10562.195,563.162,55,28.484,147.711,247.098,176.71,125.243,0,9.306,13.74,58.164,161.417,160.138,5.625,465.513,36.046
"ATSB2_D6_MAL6P1.1",64.928,446.141,2350.364,62.477,78.123,13.901,415.765,196.219,486.657,4.281,363.037,1009.453,5.821,320.176,45.815,2607.788,177.345,896.793,353.554,275.716,113.995,190.434,132.692,75.915,9.188,2093.854,67.694,566.313,437.286,103.353,398.407,1837.655
"ATSB2_D6_MAL7P1.50",33.139,19.249,136.393,21.046,39.285,168.554,109.733,1.576,27.938,0,301.781,62.211,0,0,1.132,265.644,1.081,48.483,55.87,14.18,31.15,20.143,20.753,4.301,0,76.957,2.328,92.452,4.537,7.857,42.282,48.931
"ATSB2_D6_PF08_0107",84.746,463.28,1428.368,177.451,1509.49,254.455,210.013,313.298,128.744,85.77,289.181,140.272,16.989,194.372,22.45,4269.707,0,384.683,141.833,580.262,106.617,115.079,79.849,5.441,13.116,97.704,66.227,212.146,229.008,157.4,775.903,165.877
"ATSB2_D6_PF11_0007",71.699,218.621,1126.608,296.676,359.555,19.143,81.333,264.314,375.62,31.973,417.646,1479.106,10.056,101.756,64.759,9.954,29.626,95.343,579.825,480.058,118.588,84.529,202.21,158.51,33.154,907.838,0,588.55,90.398,124.853,180.626,512.092
"ATSB2_D6_PFCLINvar28",20.209,197.462,805.895,171.65,318.568,15.057,90.176,296.143,25.967,0,102.934,991.205,0,33.573,4.566,526.922,84.72,9.129,415.22,324.748,639.126,64.441,64.763,136.739,5.535,54.529,10.738,82.588,14.155,75.528,88.045,988.838
"ATSB2_D6_PFCLINvar43",153.792,251.164,1049.45,551.123,918.665,176.5,241.072,256.515,0,13.846,363.38,756.409,0,257.016,150.959,7522.998,159.988,605.441,588.141,161.76,159.304,173.501,130.859,182.303,263.584,79.181,16.108,356.923,142.232,384.217,161.483,228.765
"ATSB2_D6_PFL2665c",0,23.796,125.044,105.352,489.614,34.707,296.052,37.175,84.837,182.478,20.729,258.043,8.12,285.549,46.048,0,294.938,0,6.558,124.729,116.417,7.9,49.212,131.005,0,0,8.355,241.1,514.712,319.95,383.502,31.385
"ATSB2_D7_AAC47438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATSB2_D7_IT4var12",137.099,85.341,1654.304,494.093,1418.51,127.917,76.95,393.081,208.325,0,517.098,93.365,0,140.673,79.335,2913.896,103.494,317.313,47.374,155.638,131.759,227.736,54.776,2.458,87.685,734.878,41.942,64.03,428.054,201.577,128.758,554.181
"ATSB2_D7_IT4var44",0,114.356,393.65,52.171,147.836,4.462,68.024,343.572,28.721,0,48.156,16.872,0,88.388,6.591,106.192,96.644,172.433,40.328,104.607,131.271,49.308,38.558,10.848,22.065,0,6.544,43.111,6.383,90.479,40.752,248.342
"ATSB2_D8_DD2var1b",3.118,179.29,137.003,123.164,86.789,29.66,30.472,254.004,0,16.992,180.072,925.952,0,264.06,0,172.332,16.436,114.759,264.829,78.735,51.515,59.359,83.25,0,11.674,0,14.029,107.016,66.978,15.25,449.6,247.499
"ATSB2_D8_IT4var27",442.831,67.424,1444.926,257.326,819.75,95.793,223.977,379.469,129.542,5.313,87.149,796.12,19.964,63.19,22.555,342.537,38.571,540.455,214.767,525.772,803.319,70.39,255.117,0,52.469,80.91,144.47,331.81,114.88,97.114,107.854,37.488
"ATSB20_D6_IT4var29",115.541,82.488,565.788,69.459,374.379,46.062,120.421,187.888,184.814,54.368,24.185,697.268,59.258,57.226,0,92.847,117.819,301.787,78.076,62.708,581.538,88.424,1084.691,0,0,103.141,0,0,401.16,89.23,141.762,2723.131
"ATSB20_D7_PFCLINvar31",157.645,140.511,1532.745,389.237,602.602,334.494,90.516,203.653,366.02,687.71,449.596,179.687,8.179,170.168,7.042,599.081,370.999,0,126.342,0,814.27,73.546,571.743,24.793,14.805,462.57,5.591,269.371,794.389,0,540.809,1226.272
"ATSB20_D8_DD2var23",182.796,146.879,1229.153,321.337,522.426,116.067,122.778,181.158,137.178,2.582,61.294,64.992,11.988,27.28,47.345,478.912,513.462,81.598,245.088,225.577,244.614,64.451,156.444,0,31.079,16.787,0,177.618,115.403,69.552,42.274,2069.482
"ATSB21_D6_HB3var16",297.675,114.754,522.515,628.461,601.924,0,45.236,103.526,177.147,1.641,242.152,0,0,86.72,14.41,3901.273,24.215,168.708,59.45,110.956,639.222,112.616,182.13,0,42.147,157.345,15.936,800.508,132.58,32.543,29.112,302.659
"ATSB21_D6_PF13_0001",170.036,703.21,340.123,338.785,760.07,120.261,94.465,706.714,0,0,276.794,78.436,34.181,301.66,51.609,1087.677,264.38,259.342,156.953,346.748,0,29.386,554.805,510.681,22.687,402.717,82.792,737.485,272.616,16.718,824.579,33.57
"ATSB21_D6_PFL0005w",405.262,241.469,983.795,125.43,604.077,33.825,131.749,130.188,24.008,28.569,256.322,44.391,1.736,129.2,41.033,78.639,72.807,325.312,110.454,264.705,112.726,48.656,243.889,199.25,48.12,724.404,15.513,413.443,332.99,115.794,427.029,2944.498
"ATSB22_D7_PFCLINvar40",88.013,655.095,1840.364,246.582,203.703,27.383,85.794,317.561,183.204,8.679,603.638,40.393,0,106.709,38.781,2355.537,83.909,352.027,814.69,296.498,516.83,14.352,266.184,0,50.63,425.772,0,310.881,132.443,103.97,192.41,17.224
"ATSB22_D9_DD2var24",24.444,400.691,1319.89,730.769,768.812,24.385,171.579,160.925,15.596,40.41,204.831,1353.313,40.123,140.426,31.286,741.221,398.803,244.068,714.271,58.391,98.102,126.982,1211.13,0,13.826,109.483,60.907,411.524,864.878,27.677,325.882,3610.404
"ATSB23_D6_PFCLINvar56",0,53.421,731.662,63.974,255.98,0,16.086,335.193,48.69,0,197.832,578.635,0,91.798,20.433,1390.451,74.187,295.38,1325.304,53.137,145.896,29.72,33.217,196.578,1.405,355.936,19.945,559.634,21.822,23.594,399.772,120.323
"ATSB23_D6_PFL1960w",0,30.837,421.3,44.136,127.157,170.033,23.337,21.252,0,17.808,47.652,0,0,76.974,6.441,0,103.888,285.957,131.689,26.702,99.543,3.895,27.637,6.749,8.371,0,28.163,129.691,0,1.557,52.937,26.067
"ATSB3_D10_PFCLINvar71",23.131,10.703,866.57,125.633,1574.043,3.242,12.78,129.765,39.809,97.011,183.344,165.032,10.193,91.546,47.183,417.939,47.008,98.881,75.936,39.149,350.951,64.923,105.021,0,10.817,45.757,14.995,97.218,161.925,79.523,234.252,81.539
"ATSB3_D6_PFA0005w",0,42.802,582.725,149.148,54.224,126.428,143.133,41.738,241.243,0,308.859,54.233,1.958,0,37.107,652.417,155.42,367.831,353.367,236.195,303.199,65.574,173.121,2.049,10.972,335.54,51.957,494.592,17.665,6.555,300.201,942.108
"ATSB3_D7_DD2var30",0,46.89,554.332,113.384,53.046,0,23.213,5.2,60.848,2.563,196.514,8.095,38.626,34.26,6.208,31.665,52.441,87.339,40.227,79.666,792.868,24.906,553.301,0,0,6.6,22.24,280.416,24.538,56.531,93.527,0
"ATSB3_D7_PFCLINvar52",45.552,179.37,262.596,59.879,106.83,55.849,59.296,56.465,16.147,0,140.892,4.904,5.27,8.222,1.858,9.434,243.263,29.546,185.596,341.928,2.523,0,396.961,0,0,63.312,34.424,187.501,55.443,90.352,420.132,63.584
"ATSB3_D8_MAL6P1.316",34.808,81.911,119.248,180.107,118.491,26.651,159.579,105.567,77.267,0,176.145,180.867,0,116.675,7.35,1130.329,17.997,53.809,226.127,167.216,439.793,47.047,58.369,0,3.449,12.314,5.253,159.328,179.897,82.232,813.879,702.689
"ATSB3_D8_PFL0020w",11.49,147.629,585.526,323.597,65.244,66.456,84.134,89.938,50.708,0,39.346,38.719,11.708,123.705,27.724,2086.683,72.385,127.798,199.926,85.82,94.839,46.689,814.17,2.975,0,70.923,21.697,122.622,124.154,43.556,451.69,502.728
"ATSB3_D9_HB3var08",104.848,72.914,1082.288,56.756,514.111,4.377,200.14,103.639,94.614,0,84.611,36.873,0,106.065,40.94,96.47,12.319,108.847,267.335,203.939,87.05,26.507,89.078,503.309,60.944,16.815,9.076,129.616,153.434,53.847,95.782,4479.025
"ATSB3_D9_IT4var19",8.672,117.227,865.559,123.446,232.267,10.852,40.425,394.563,10.336,12.052,219.426,33.467,4.406,67.708,2.207,105.492,107.553,127.301,122.042,215.952,250.409,112.582,188.826,2.172,2.118,1398.272,0,83.367,180.52,33.886,44.992,26.589
"ATSB4_D6_DD2var44",2.742,7.508,32.945,28.529,137.964,49.4,3.97,27.99,60.04,0,2.566,3.542,0,4.945,0,192.77,4.145,1.013,36.973,0,13.436,279.921,0,1.003,1.004,12.071,0,316.977,0,0,18.741,19.256
"ATSB4_D6_HB3var28",5.295,10.604,228.754,11.432,50.039,36.848,4.427,73.683,26.106,1.029,46.879,1.73,6.827,54.013,0,5.401,29.693,4.655,13.958,3.949,144.776,56.322,7.36,1.152,0,2.598,25.996,211.366,1.936,32.304,2.175,43.982
"ATSB4_D6_IT4var47",0,9.082,90.281,29.771,399.798,7.053,5.146,36.559,0,0,129.423,0,0,41.662,8.889,92.475,0,7.502,36.977,3.195,0,36.198,8.121,2.455,0,0,0,4.91,0,0,0,186.716
"ATSB4_D6_PFCLINvar15",32.374,43.564,124.755,31.859,58.613,108.056,0,249.825,0,0,114.216,70.947,0,71.807,5.568,162.334,129.287,32.113,197.156,55.851,50.613,135.86,12.905,0,0,10.439,8.707,752.857,6.468,18.439,13.27,3345.983
"ATSB4_D6_PFCLINvar26",33.981,14.384,276.972,145.036,4732.163,62.158,6.208,19.375,238.066,135.655,84.131,10.725,3.643,39.875,34.309,300.784,68.698,26.743,37.285,192.419,139.703,285.132,12.726,0,9.129,1.78,23.931,2184.868,1810.055,1129.362,18.439,746.392
"ATSB5_D5_IT4var30",88.777,0,0,0,0,0,0,0,0,0,0,24.51,0,25.369,0,0,27.242,173.025,183.656,0,278.646,0,0,0,0,0,0,0,0,0,0,0
"ATSB5_D6_IT4var51",43.521,0,499.159,20.824,136.344,51.703,24.849,179.267,0,31.264,10.307,54.651,0,45.859,4.369,0,25.644,90.671,7.549,18.082,357.19,26.025,0,1.99,0,0,7.871,0,28.4,0,55.952,286.54
"ATSB5_D6_IT4var63",28.848,0,39.282,8.561,10.442,19.529,0,0,110.475,0,80.884,0,0,0,0,0,0,0,0,0,0,0,3.749,0,0,0,0,54.595,0,1.438,0,0
"ATSB5_D6_PFD0625c",0,0,107.661,61.948,110.332,155.99,20.537,121.127,35.392,0,0,0,0,63.454,0,7.986,0,0,681.851,39.481,0,9.785,0,0,0,0,5.49,434.754,113.941,0,0,361.197
"ATSB5_D6_PFD0630c",1.518,96.468,577.818,127.204,9.706,11.187,7.764,14.888,32.681,0,120.644,22.678,0,58.454,11.816,0,27.683,59.417,98.035,59.951,13.604,28.348,27.158,3.858,0,0,0,7.172,10.466,23.626,10.892,28.588
"ATSB5_D7_IT4var67",43.151,6.469,0,30.068,31.293,39.756,5.44,10.59,0,0,10.371,4.213,7.027,3.15,0,0,23.215,136.111,8.312,139.889,0,13.563,23.548,281.442,18.131,10.219,0,24.325,37.464,15.353,42.153,435.528
"ATSB5_D7_PFCLINvar44",2.653,49.288,135.441,184.468,212.68,38.588,60.755,12.251,128.629,3.24,195.215,276.452,3.24,9.489,1.307,36.446,44.985,88.508,0,0,117.188,33.321,20.64,4.292,0,0,0,174.215,464.206,0,10.249,2699.039
"ATSB5_D9_DD2var21",759.513,35.68,0,177.794,102.125,0,98.354,0,0,42.624,251.015,0,0,46.069,5.431,1.722,0,0,323.307,0,39.481,0,351.26,0,0,0,0,1730.004,68.037,0,55.377,0
"ATSB5_D9_IT4var13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATSB6_D5_IT4var36",0,96.423,325.724,28.751,555.445,25.539,34.139,199.891,0,16.784,58.043,29.382,8.007,137.988,18.258,0,2.286,68.148,266.217,265.126,202.993,53.611,31.555,0,6.132,45.184,6.062,655.984,67.546,79.239,146.676,9195.15
"ATSB6_D6_DD2var15",70.858,0,0,0,6.144,0,0,0,544.391,0,32.183,265.99,0,0,0,270.909,0,55.428,0,0,36.857,143.92,0,7.809,0,13.643,1.878,142.514,0,110.175,0,243.952
"ATSB6_D6_IT4var28",15.156,92.438,413.494,56.281,92.331,14.149,114.236,210.309,0,0,138.315,1527.968,0,254.842,9.245,537.064,2.321,176.819,101.123,267.589,1127.972,17.182,40.486,455.425,2.832,0,0,1766.681,481.21,0,322.55,0
"ATSB6_D6_IT4var61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.921
"ATSB6_D6_PF07_0050",161.638,451.883,2189.259,376.641,2968.915,540.087,270.056,1042.119,419.801,389.203,465.412,2619.955,57.001,365.359,256.824,1648.367,431.831,618.628,1380.887,749.5,1363.62,336.583,351.395,12.319,95.487,24.49,75.986,1003.106,1164.1,81.583,372.381,3720.462
"ATSB6_D6_PFD1015c",35.725,366.902,2111.571,267.057,867.696,38.238,366.731,443.699,218.534,0,209.638,495.311,0,136.911,29.066,1235.355,152.871,220.763,646.29,277.067,223.473,180.062,72.451,0,18.251,2204.385,51.272,145.223,38.179,94.626,595.529,1234.764
"ATSB6_D6_PFI0005w",60.316,92.333,173.724,261.805,416.101,20.283,58.127,181.395,286.96,16.916,137.439,324.927,8.33,67.618,27.642,637.147,38.484,450.734,70.76,295.838,25.018,209.67,39.735,51.17,0,28.453,0,370.322,0,20.548,296.571,184.029
"ATSB7_D6_DD2var45",0,21.011,0,26.948,0,109.973,0,0,40.471,0,31.43,0,0,0,4.822,0,8.405,0,47.257,82.51,0,0,0,0,14.28,0,39.04,0,90.24,18.105,120.201,75.995
"ATSB7_D6_HB3var30",188.752,32.339,234.274,50.744,72.381,490.539,14.029,75.794,2.612,15.331,83.943,220.104,3.023,107.347,0,649.404,73.483,3.634,112.008,316.074,19.874,9.088,293.692,7.758,47.82,969.937,0,110.273,50.105,151.881,794.519,183.497
"ATSB7_D6_PF07_0048",23.312,111.844,110.359,169.838,327.821,45.595,48.8,318.756,142.341,0,380.214,281.007,1.114,123.593,10.461,225.933,138.691,153.061,270.555,83.109,41.427,49.442,72.259,7.031,9.445,13.619,5.141,181.849,33.188,32.835,87.325,23.296
"ATSB7_D6_PFCLINvar65",8.64,60.604,211.74,64.401,102.346,48.92,53.739,221.031,4.589,0,101.122,12.539,4.61,51.423,9.045,329.894,64.233,165.476,620.699,51.693,9.287,45.995,64.956,0,4.4,17.027,48.55,332.686,161.834,13.797,24.998,39.274
"ATSB7_D6_PFL1955w",49.2,181.696,1525.858,248.411,1164.613,176.639,182.809,80.308,59.817,6.953,854.571,66.313,9.761,200.869,47.125,541.37,165.687,271.527,255.986,49.675,323.161,103.468,30.576,21.821,108.999,122.768,4.911,634.674,207.009,99.748,116.553,33.474
"ATSB7_D7_DD2var41",32.282,0,166.527,0,182.442,0,79.904,61.729,0,2.955,88.003,70.255,7.464,57.9,0,7.508,0,56.704,0,0,29.024,7.856,35.974,0,0,11.225,0,203.758,0,0,0,0
"ATSB7_D7_PFCLINvar66",31.184,99.74,0,2.502,25.597,65.997,15.286,100.64,48.226,2.431,228.993,14.859,0,17.877,65.75,41.833,175.886,0,308.397,0,236.531,72,54.812,0,0,28.045,18.921,108.386,26.006,28.648,0,1.755
"ATSB7_D9_HB3var21",0,72.578,7.988,353.651,73.951,94.729,26.46,106.278,0,9.943,52.012,28.016,0,112.014,0,25.481,2.867,121.935,3.828,0,197.7,59.702,20.295,6.516,1.089,3.363,16.891,52.32,35.373,1.333,18.357,51.318
"ATSB8_D10_DD2var50",29.031,29.167,1363.133,119.393,437.106,23.554,166.446,166.318,125.497,6.101,127.259,576.762,0,284.864,47.876,220.047,31.322,194.35,490.254,123.982,1487.888,77.488,90.992,6.513,23.169,411.268,38.191,145.216,133.5,49.579,248.024,473.525
"ATSB8_D6_HB3var12",282.029,139.518,2197.1,189.66,383.054,102.25,130.761,224.797,88.51,5.187,431.387,885.702,35.124,207.288,10.425,28.103,26.527,62.185,94.303,136.311,372.431,92.355,191.993,12.484,6.124,82.696,86.7,35.239,305.928,62.597,195.882,6.334
"ATSB8_D6_HB3var26",48.506,262.784,1045.874,149.557,196.69,57.621,190.196,536.483,111.157,25.884,170.833,28.825,35.034,137.454,2.677,2410.497,6.215,544.191,166.839,89.68,219.305,105.906,248.819,0,139.937,201.083,1.382,725.462,57.778,44.308,425.502,74.667
"ATSB8_D6_IT4var25",24.027,113.88,2834.946,126.994,189.938,246.806,151.837,126.405,61.895,8.958,287.772,2320.514,0,70.872,36.63,0,0,115.836,380.615,27.748,196.887,9.855,172.344,1.85,5.449,108.88,43.122,133.444,91.887,110.683,8.091,167.126
"ATSB8_D6_PFD1245c",316.285,123.601,2236.817,242.229,443.371,329.224,120.612,484.715,69.351,2.787,189.684,58.365,12.039,211.402,77.058,101.514,93.869,762.704,285.814,38.427,422.66,42.908,291.887,0,26.457,18.353,98.144,415.457,101.419,80.108,260.031,22.322
"ATSB8_D7_HB3var48",137.209,59.466,280.187,83.458,149.055,48.986,57.877,664.2,53.41,23.539,473.122,73.68,0,35.099,6.943,225.697,16.625,225.291,405.2,110.864,522.684,71.281,80.541,5.836,48.928,237.259,37.809,228.666,0,136.034,11.61,1647.258
"ATSB8_D7_PFCLINvar67",101.952,160.64,289.982,105.019,151.045,155.07,29.973,115.785,243.799,16.26,108.637,166.699,0,193.498,10.334,1872.507,30.994,83.124,410.859,216.9,986.053,162.583,46.772,0,18.806,48.01,0,408.801,80.231,32.508,131.43,1523.183
"ATSB8_D7_PFL1950w",92.534,0,449.257,135.626,702.616,265.036,43.302,433.514,509.152,41.05,229.473,66.183,34.567,329.526,42.829,27.728,57.528,38.208,965.045,395.996,116.724,30.694,454.577,0,45.895,21.873,5.769,167.35,295.173,48.869,114.902,425.443
"ATSB8_D8_HB3var50",0,74.32,364.42,113.075,158.358,1.913,21.383,100.403,12.058,1.758,23.767,10.5,0,46.617,0,2728.137,0,10.162,41.177,0,109.32,10.83,1.882,113.551,5.961,108.361,26.161,0,21.985,3.278,62.378,66.244
"ATSB9_D6_IT4var39",0,24.163,633.445,0,7.649,13.652,2.582,69.417,61.955,21.854,80.353,0,6.235,91.526,0,34.839,21.108,24.185,42.392,24.428,164.521,15.994,0,0,0,11.266,19.815,321.022,422.002,11.422,6.883,54.685
"ATSB9_D6_PF07_0049",0,0,0,0,0,480.325,0,35.931,0,0,90.215,4.604,0,0,0,0,29.967,0,64.213,44.85,18.701,1.845,8.961,0,0,0,0,0,16.086,0,0,107.061
"ATSB9_D6_PF08_0103",0,91.73,328.343,133.59,3.049,67.732,40.155,588.64,0,1.919,56.407,24.696,0,61.411,1.036,4.641,15.756,48.136,2.984,0,138.321,0,77.856,2.108,0,10.167,6.275,2.522,33.329,103.671,32.509,4.727
"ATSB9_D6_PFCLINvar63",0,9.934,30.812,15.938,25.973,0,21.604,15.147,0,4.591,139.318,101.726,0,4.846,1.439,8.301,8.363,0,7.06,3.922,6.621,0,12.46,0,0,0,67.405,41.249,4.091,76.333,2.967,720.624
"ATSB9_D8_HB3var17",6.955,7.042,91.835,25.412,0,0.002,74.875,0,17.539,0,0,0,0,36.156,0,10.664,0,6.809,0,0,0,0,0,5.491,3.115,4.847,0,22.794,0,7.743,24.815,0
"ATSB9_D8_HB3var23",17.123,31.843,129.621,59.649,141.447,0,13.87,21.77,140.399,0,96.464,16.038,0,69.56,39.622,151.542,16.117,167.467,361.649,80.247,493.2,33.648,3.611,7.653,0,21.782,0,279.011,32.027,40.674,106.353,42.577
"ATSB9_D9_HB3var22",14.541,40.682,407.261,13.774,394.26,31.195,48.744,123.069,12.049,2.717,10.658,19.492,17.255,10.13,3.593,19.498,8.731,18.313,16.717,28.966,62.779,13.893,110.94,2,0,0,16.583,76.218,10.206,14.601,14.162,9.691
